Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Muscle Cell Development (GO:0055001)	2/32	0.0111345221222248	0.0963334994324634	0	0	13.517006802721088	60.79550767481704	SLC8A1;ENG
GO_Biological_Process_2023	Regulation Of Transcription By RNA Polymerase II (GO:0006357)	18/2028	0.0112630551174759	0.0965831894587097	0	0	1.95376774663269	8.76504633615214	KLF12;MEF2C;NOTCH1;ZBTB46;TSHZ2;LMO7;LDB2;MEOX2;FLI1;ETV6;DACH1;ZEB1;MECOM;CDH13;APBB2;TCF4;CREB5;ENG
GO_Biological_Process_2023	Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	2/33	0.0118145960439167	0.1004240663732924	0	0	13.08031599736669	58.0559303610333	NOTCH1;ENG
GO_Biological_Process_2023	Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100)	3/95	0.0120445443435542	0.1014883779904697	0	0	6.658897355445989	29.426622786632866	CDH5;NOTCH1;ENG
GO_Biological_Process_2023	Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)	3/96	0.0123887403730049	0.1034887019089809	0	0	6.58696375124709	28.92314213052681	CDH5;MEF2C;ENG
GO_Biological_Process_2023	Semaphorin-Plexin Signaling Pathway (GO:0071526)	2/34	0.0125124802245355	0.1036290028852561	0	0	12.67091836734694	55.51165721021778	SEMA6A;PLXNA2
GO_Biological_Process_2023	Adherens Junction Organization (GO:0034332)	2/35	0.0132279832722483	0.1086264050068529	0	0	12.286332714904145	53.14355844722063	CDH5;CDH13
GO_Biological_Process_2023	Positive Regulation Of Cell Differentiation (GO:0045597)	5/283	0.0138594399495076	0.1128554395888482	0	0	3.714880726997349	15.89518965319541	KITLG;MEF2C;PRKCH;ZEB1;TCF4
GO_Biological_Process_2023	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	9/763	0.0141749356325648	0.113135268830154	0	0	2.5113533681172937	10.689023039040883	KLF12;MEF2C;DACH1;NOTCH1;ZEB1;ZBTB46;APBB2;LDB2;ETV6
GO_Biological_Process_2023	Hemopoiesis (GO:0030097)	3/101	0.014194132732163	0.113135268830154	0	0	6.249316221333895	26.590381744700988	KITLG;MECOM;ETV6
